App Name,Developer,Genre,In-app Purchases,Interactive Elements,Last Update,Minimum Age,Number of Installations,Number of Reviews,Offered By,Rating,Required Android Version,Size,Version,Min Price,Max Price,Age,Month,Day,Year,Min Downloads,Minimum Android Version,Interactive Element Score
Hotstar,"Visit website
hello@hotstar.com
Privacy Policy
Star House, Urmi Estate, 95 Ganpatrao Kadam Marg, Lower Parel, Mumbai - 400013.",Entertainment,$0 - $0 per item,No Interactive Elements,"['June', '24', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More","100,000,000+",8216338,Novi Digital,4.1,Varies with device,-1.0,-1.0,0.0,0.0,12,6,24,2020,100000000,-1,0
Swiggy Food Order & Delivery,"Visit website
android@swiggy.in
Privacy Policy",Food & Drink,$0 - $0 per item,No Interactive Elements,"['June', '25', '', '2020']","Rated for 3+
Learn More","50,000,000+",1774865,Swiggy,4.2,Varies with device,-1.0,-1.0,0.0,0.0,3,6,25,2020,50000000,-1,0
R-One Health Card,"Visit website
info@roneindia.com",Health & Fitness,$0 - $0 per item,No Interactive Elements,"['February', '6', '', '2020']","Rated for 3+
Learn More",500+,8,Rhizomatc Web Services,4.8,4.0.3 and up,1.6,1.0,0.0,0.0,3,2,6,2020,500,4.0.3,0
WorkIndia Job Search App - Free HR contact direct,"Visit website
nilesh.dungarwal@workindia.in
Privacy Policy",Business,$0 - $0 per item,No Interactive Elements,"['June', '18', '', '2020']","Rated for 3+
Learn More","10,000,000+",61071,WorkIndia,3.8,4.1 and up,9.9,5.0,0.0,0.0,3,6,18,2020,10000000,4.1,0
Postinfo,"Visit website
ceptappstore@gmail.com
Privacy Policy",Communication,$0 - $0 per item,No Interactive Elements,"['April', '24', '', '2020']","Rated for 3+
Learn More","1,000,000+",72097,Centre for Excellence in Postal Technology,4.2,4.1 and up,27.0,3.0,0.0,0.0,3,4,24,2020,1000000,4.1,0
C Compiler,"support@ilabbs.com
Privacy Policy",Education,$0 - $0 per item,No Interactive Elements,"['November', '21', '', '2018']","Rated for 3+
Learn More","100,000+",728,iLabbs,3.0,4.1 and up,6.2,1.0,0.0,0.0,3,11,21,2018,100000,4.1,0
Purush Rog K Upchar - पुरुष गुप्त रोग के अचूक उपाय,"creativecatappsdevs@gmail.com
Privacy Policy
India",Health & Fitness,$0 - $0 per item,No Interactive Elements,"['October', '23', '', '2018']","Rated for 3+
Learn More","100,000+",700,CreativeCatAppDevs,4.2,4.0.3 and up,2.1,1.0,0.0,0.0,3,10,23,2018,100000,4.0.3,0
FaceApp - AI Face Editor,"Visit website
support.android@faceapp.com
Privacy Policy
1000 N West Street Suite 1200 Wilmington, DE, 19801",Photography,"₹130.00 - ₹3,990.00 per item","Users Interact, Digital Purchases","['June', '20', '', '2020']","Rated for 3+
Learn More","100,000,000+",2985221,FaceApp Inc,4.8,5.0 and up,20.0,3.0,130.0,3990.0,3,6,20,2020,100000000,5.0,3
Callbreak Multiplayer,"Visit website
support@callbreak.com
Privacy Policy
Kupondole, Lalitpur Nepal",Card,$0 - $0 per item,No Interactive Elements,"['March', '28', '', '2020']","Rated for 3+
Learn More","50,000,000+",248965,Teslatech,4.1,Varies with device,-1.0,-1.0,0.0,0.0,3,3,28,2020,50000000,-1,0
Crowd City,"Visit website
support@voodoo.io
Privacy Policy
4 rue Jules Lefebvre, 75009 Paris",Arcade,₹55.00 - ₹280.00 per item,In-Game Purchases,"['June', '23', '', '2020']","Rated for 3+
Learn More","100,000,000+",1317474,VOODOO,4.1,4.4 and up,80.0,1.0,55.0,280.0,3,6,23,2020,100000000,4.4,3
OS 12 X Launcher - Control Center & Style Theme,"Visit website
product.pusher2019@gmail.com
Privacy Policy",Tools,$0 - $0 per item,No Interactive Elements,"['November', '22', '', '2019']","Rated for 3+
Learn More","100,000+",253,Product Pusher,3.5,4.1 and up,13.0,1.0,0.0,0.0,3,11,22,2019,100000,4.1,0
112 Where ARE U,"Visit website
where@areu.lombardia.it
Privacy Policy",Health & Fitness,$0 - $0 per item,No Interactive Elements,"['November', '5', '', '2019']","Rated for 3+
Learn More","1,000,000+",4601,AREU,4.5,4.4 and up,19.0,3.0,0.0,0.0,3,11,5,2019,1000000,4.4,0
AirFighters,"Visit website
support@rortos.com
Privacy Policy
Via del Pontiere 11 37122 Verona VR Italy",Simulation,"₹320.00 - ₹1,600.00 per item","Users Interact, Digital Purchases","['March', '16', '', '2020']","Rated for 7+
Implied Violence
Learn More","10,000,000+",132655,RORTOS,3.9,5.0 and up,45.0,4.0,320.0,1600.0,7,3,16,2020,10000000,5.0,3
F18 Carrier Landing Lite,"Visit website
support@rortos.com
Privacy Policy
Via del Pontiere 11 37122 Verona VR Italy",Simulation,₹240.00 - ₹890.00 per item,Digital Purchases,"['March', '5', '', '2020']","Rated for 3+
Learn More","10,000,000+",123265,RORTOS,4.3,5.0 and up,39.0,7.0,240.0,890.0,3,3,5,2020,10000000,5.0,2
X Browser Proxy Unblock Websites,"itechmobilestudio@hotmail.com
Privacy Policy",Tools,$0 - $0 per item,No Interactive Elements,"['May', '29', '', '2020']","Rated for 3+
Learn More","100,000+",1679,iTech Mobile,3.8,4.1 and up,7.5,16.0,0.0,0.0,3,5,29,2020,100000,4.1,0
Casino X - Free Online Slots,"Visit website
support@itemboxapps.com
Privacy Policy
200 - 1132 Alberni Street Vancouver, British Columbia V6E 1A5 Canada",Casino,"₹120.00 - ₹7,900.00 per item","Users Interact, Digital Purchases","['August', '2', '', '2019']","Rated for 12+
Gambling
Learn More","1,000,000+",31408,Item Box Apps,4.5,4.0.3 and up,-1.0,2.0,120.0,7900.0,12,8,2,2019,1000000,4.0.3,3
J Balvin Wallpapers,"egd@stcisthegreatest.club
Privacy Policy",Personalization,$0 - $0 per item,No Interactive Elements,"['June', '3', '', '2019']","Rated for 12+
Sex, Mild Swearing
Learn More","1,000+",182,WAF Wallpapers,4.3,4.2 and up,6.3,1.0,0.0,0.0,12,6,3,2019,1000,4.2,0
J:COMオンデマンド - プロ野球ライブ見るならJ:COMで,"Visit website
appli.development@gmail.com
Privacy Policy
東京都千代田区丸の内1-8-1",Entertainment,$0 - $0 per item,Digital Purchases,"['February', '27', '', '2020']","Rated for 3+
Learn More","1,000,000+",1661,株式会社ジュピターテレコム,2.9,4.2 and up,20.0,6.0,0.0,0.0,3,2,27,2020,1000000,4.2,2
K-ASSIST,"Visit website
kassist@kobelconet.com
Privacy Policy",Business,$0 - $0 per item,No Interactive Elements,"['June', '24', '', '2020']","Rated for 3+
Learn More","1,000+",37,"KOBELCO CONSTRUCTION MACHINERY CO., LTD.",4.3,4.4 and up,31.0,1.0,0.0,0.0,3,6,24,2020,1000,4.4,0
Q,"Visit website
liica_q@liica.co.jp
Privacy Policy
東京都新宿区西新宿2-7-1　小田急第一生命ビル22F",Puzzle,"₹60.00 - ₹1,000.00 per item",Digital Purchases,"['November', '6', '', '2019']","Rated for 3+
Learn More","1,000,000+",69322,liica Inc.,3.9,4.1 and up,68.0,2.0,60.0,1000.0,3,11,6,2019,1000000,4.1,2
TVWeb Browser for TV,"Visit website
info@rarity.co.jp
Privacy Policy
Tokyo/Japan",Tools,$0 - $0 per item,Unrestricted Internet,"['September', '18', '', '2019']","Rated for 3+
Learn More","1,000,000+",671,Rarity Co. Ltd.,3.4,5.0 and up,3.3,1.0,0.0,0.0,3,9,18,2019,1000000,5.0,5
R-07 Remote,"Visit website
app.Android@roland.com
Privacy Policy
2036-1 Nakagawa, Hosoe-cho, Kita-ku, Hamamatsu, Shizuoka 431-1304, Japan",Music & Audio,$0 - $0 per item,No Interactive Elements,"['March', '28', '', '2019']","Rated for 3+
Learn More","5,000+",47,Roland Corporation,2.3,5.0 and up,4.3,1.0,0.0,0.0,3,3,28,2019,5000,5.0,0
Club J.LEAGUE,"Visit website
japp-contact@club.jleague.jp
Privacy Policy",Sports,$0 - $0 per item,Shares Info,"['June', '26', '', '2020']","Rated for 3+
Learn More","100,000+",5550,Jリーグ,4.1,5.0 and up,46.0,1.0,0.0,0.0,3,6,26,2020,100000,5.0,4
LINE: Free Calls & Messages,"Visit website
line-support@line.me
Privacy Policy
東京都新宿区新宿四丁目1番6号",Communication,"₹60.00 - ₹13,000.00 per item","Users Interact, Shares Location, Digital Purchases","['June', '18', '', '2020']","Rated for 3+
Learn More","500,000,000+",12232123,LINE Corporation,4.1,Varies with device,-1.0,-1.0,60.0,13000.0,3,6,18,2020,500000000,-1,7
ibis Paint X,"Visit website
mob-paint-support@ibis.ne.jp
Privacy Policy
Nakamo bldg.4F 3-17-34 Meieki, Nakamura-ku, Nagoya, Aichi 450-0002, Japan 〒450 – 0002 名古屋市中村区名駅3丁目17番34号　ナカモビル4階",Art & Design,₹220.00 - ₹690.00 per item,Users Interact,"['June', '25', '', '2020']","Rated for 3+
Learn More","50,000,000+",836221,ibis inc.,4.5,4.1 and up,25.0,7.0,220.0,690.0,3,6,25,2020,50000000,4.1,1
SPEED L,"Visit website
woojjae79@abits.co.kr
Privacy Policy
469 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TP. Hồ Chí Minh, Việt Nam",Shopping,$0 - $0 per item,No Interactive Elements,"['June', '20', '', '2020']","Rated for 3+
Learn More","100,000+",414,LOTTE Mart Vietnam,3.6,4.4 and up,5.8,1.0,0.0,0.0,3,6,20,2020,100000,4.4,0
S Video Player,"Visit website
erin.park24@gmail.com
Privacy Policy",Video Players & Editors,$0 - $0 per item,No Interactive Elements,"['May', '28', '', '2020']","Rated for 3+
Learn More","1,000,000+",1721,park Ave.,3.9,4.1 and up,10.0,1.0,0.0,0.0,3,5,28,2020,1000000,4.1,0
KBS my K,"Visit website
mobile@kbsmedia.co.kr
Privacy Policy",Entertainment,$0 - $0 per item,No Interactive Elements,"['June', '23', '', '2020']","Rated for 3+
Learn More","5,000,000+",23463,KBS,4.2,4.4 and up,16.0,5.0,0.0,0.0,3,6,23,2020,5000000,4.4,0
Q-Store,aibolat.kulatay@gmail.com,Entertainment,$0 - $0 per item,No Interactive Elements,"['May', '11', '', '2017']","Rated for 3+
Learn More","1,000+",0,Thousand IT Group,-1.0,4.2 and up,3.6,1.0,0.0,0.0,3,5,11,2017,1000,4.2,0
"U Launcher 2019 - Icon Pack, Wallpapers, Themes","launcher.team.contact@gmail.com
Privacy Policy
Santa Clara 46 20720 Azkoitia Spain",Personalization,"₹90.00 - ₹1,100.00 per item",No Interactive Elements,"['September', '25', '', '2019']","Rated for 3+
Learn More","10,000+",22,SHANKS TEAM,3.5,4.2 and up,6.5,5.0,90.0,1100.0,3,9,25,2019,10000,4.2,0
x launcher ios 12 - ilauncher icon pack & themes,"launcher.team.contact@gmail.com
Privacy Policy
Santa Clara 46 20720 Azkoitia Spain",Personalization,"₹90.00 - ₹1,100.00 per item",No Interactive Elements,"['September', '25', '', '2019']","Rated for 3+
Learn More","100,000+",352,SHANKS TEAM,3.4,4.2 and up,6.5,5.0,90.0,1100.0,3,9,25,2019,100000,4.2,0
"Super P Launcher for P 9.0 launcher, theme","Visit website
contactwangwei@gmail.com
Privacy Policy
No.1068 HuaJing City, GZ",Tools,"₹360.00 - ₹1,150.00 per item",No Interactive Elements,"['June', '16', '', '2020']","Rated for 3+
Learn More","1,000,000+",23844,Super Launcher Serie,4.4,4.0 and up,8.4,6.0,360.0,1150.0,3,6,16,2020,1000000,4.0,0
U+Box,"Visit website
uplusbox@lguplus.co.kr
Privacy Policy
서울시 용산구 한강대로 32 (주)LG유플러스",Productivity,$0 - $0 per item,No Interactive Elements,"['November', '28', '', '2019']","Rated for 3+
Learn More","10,000,000+",28560,LG유플러스(LG Uplus Corporation),4.0,5.0 and up,19.0,4.0,0.0,0.0,3,11,28,2019,10000000,5.0,0
The Q - Live Game Network,"Visit website
contactus@theq.live
Privacy Policy
Stream Live, Inc. 1000 Johnnie Dodds Blvd Ste. 103-358 Mount Pleasant, SC 29464 United States",Trivia,"₹430.00 - ₹1,300.00 per item",Users Interact,"['April', '1', '', '2020']","Rated for 3+
Learn More","100,000+",1924,The Q,2.6,5.0 and up,13.0,4.0,430.0,1300.0,3,4,1,2020,100000,5.0,1
Theme for Moto Z Play,"Visit website
salaarkhan912@gmail.com
Privacy Policy",Personalization,$0 - $0 per item,Users Interact,"['October', '25', '', '2018']","Rated for 3+
Learn More","50,000+",168,Lumos Maximaa,4.1,4.0 and up,5.6,1.0,0.0,0.0,3,10,25,2018,50000,4.0,1
Cellular-Z,"heiljersey@gmail.com
Privacy Policy",Tools,$0 - $0 per item,No Interactive Elements,"['October', '29', '', '2019']","Rated for 3+
Learn More","100,000+",1061,JerseyHo,4.2,4.1 and up,13.0,5.0,0.0,0.0,3,10,29,2019,100000,4.1,0
World Chess Championship,"Visit website
help@manastone.com
Privacy Policy
서울특별시 강남구 봉은사로 71길 29 203호 06096 (주)마나스톤",Board,"₹10.00 - ₹5,726.49 per item","Users Interact, In-Game Purchases","['April', '24', '', '2020']","Rated for 3+
Learn More","5,000,000+",95583,MANASTONE,4.3,4.4 and up,19.0,2.0,10.0,5726.49,3,4,24,2020,5000000,4.4,4
"Learn C Programming ,C Tutorial,C Interview,C MCQ","jayeshdhanesha@gmail.com
Privacy Policy",Education,$0 - $0 per item,No Interactive Elements,"['April', '8', '', '2020']","Rated for 3+
Learn More","10,000+",293,Jayesh Dhanesha,4.5,4.1 and up,8.5,3.0,0.0,0.0,3,4,8,2020,10000,4.1,0
N Lock Screen - Double Tap Sleep for N Launcher,"craftappteam@gmail.com
Privacy Policy
Building A9-301, Optical Valley Software Park, Guanshan Road, Hongshan District, Wuhan, 430000, China",Tools,$0 - $0 per item,No Interactive Elements,"['September', '28', '', '2018']","Rated for 3+
Learn More","100,000+",338,CraftsApp Team,3.8,4.0 and up,81.0,1.0,0.0,0.0,3,9,28,2018,100000,4.0,0
H Clicker,daniel.norhoj@gmail.com,Casual,$0 - $0 per item,No Interactive Elements,"['January', '21', '', '2020']","Rated for 3+
Learn More",100+,29,dnorhoj,4.7,4.1 and up,5.3,1.0,0.0,0.0,3,1,21,2020,100,4.1,0
Entri:PSC SSC RRB IBPS Spoken English Learning App,"Visit website
support@entri.me
Privacy Policy
Entri HQ, T H Mohammed Road, Padamughal, Kakkanad, 682032, Cochin, Kerala, India.",Education,"₹10.00 - ₹10,000.00 per item","Users Interact, In-App Purchases","['June', '26', '', '2020']","Rated for 3+
Learn More","1,000,000+",24725,Entri,4.6,4.4 and up,17.0,1.0,10.0,10000.0,3,6,26,2020,1000000,4.4,4
ZEPETO,"Visit website
support@zepeto.me
Privacy Policy
8F, 117, Bundangnaegok-ro, Bundang-gu, Seongnam-si, Gyeonggi-do, Republic of Korea",Entertainment,"₹60.00 - ₹7,500.00 per item",Users Interact,"['June', '26', '', '2020']","Rated for 3+
Learn More","10,000,000+",561560,Naver Z Corporation,3.5,5.1 and up,92.0,2.0,60.0,7500.0,3,6,26,2020,10000000,5.1,1
M Editor : Magic Effect & Lyrical Video Maker,"divyesdesai83@gmail.com
Privacy Policy",Video Players & Editors,$0 - $0 per item,Users Interact,"['January', '2', '', '2020']","Rated for 3+
Learn More","10,000+",94,M Video Editor,3.9,4.4 and up,25.0,1.0,0.0,0.0,3,1,2,2020,10000,4.4,1
MEGA,"Visit website
android@mega.nz
Privacy Policy
Physical Address: Level 21 Huawei Centre, 120 Albert St Auckland 1010 New Zealand Mail Address: Private Bag 92 533 Wellesley St Auckland 1141 New Zealand",Productivity,"₹330.96 - ₹19,884.20 per item","Users Interact, Digital Purchases","['June', '24', '', '2020']","Rated for 3+
Learn More","50,000,000+",715016,Mega Ltd,3.8,Varies with device,-1.0,-1.0,330.96,19884.2,3,6,24,2020,50000000,-1,3
K keyboard - Myanmar,"Visit website
kstkeyboard@gmail.com
Privacy Policy",Tools,$0 - $0 per item,No Interactive Elements,"['June', '17', '', '2020']","Rated for 3+
Learn More","100,000+",5561,Kyaw Su Thwe,4.6,5.0 and up,15.0,1.0,0.0,0.0,3,6,17,2020,100000,5.0,0
U money,"Visit website
cs@uscc.mn
Privacy Policy
Chingeltei district, 4th khoroo,Baga toiruu 15, Metropolitan Administration Building 4, 4th floor, 15160",Productivity,$0 - $0 per item,No Interactive Elements,"['December', '26', '', '2019']","Rated for 3+
Learn More","10,000+",49,Ulaanbaatar Smart Card LLC,3.6,5.0 and up,6.9,1.0,0.0,0.0,3,12,26,2019,10000,5.0,0
rstudio::conf 2020,"Visit website
bill@rstudio.com
Privacy Policy
R. Barão de Suruí, 143 – Campo Belo CEP 04612 120 – São Paulo – SP",Events,$0 - $0 per item,Users Interact,"['December', '10', '', '2019']","Rated for 3+
Learn More","5,000+",0,Outpromo,-1.0,7.0 and up,63.0,5.0,0.0,0.0,3,12,10,2019,5000,7.0,1
Theme for Motorola Moto M HD,"moboapps01@gmail.com
Privacy Policy",Business,$0 - $0 per item,No Interactive Elements,"['April', '20', '', '2019']","Rated for 3+
Learn More","10,000+",103,Pop Theme Launcher 2019,4.3,4.0 and up,1.5,2.0,0.0,0.0,3,4,20,2019,10000,4.0,0
CppDroid - C/C++ IDE,"Visit website
support@antonsmirnov.name
Privacy Policy
г. Екатеринбург, Россия",Education,₹60.87 - ₹390.00 per item,In-App Purchases,"['September', '19', '', '2018']","Rated for 3+
Learn More","1,000,000+",33418,Anton Smirnov,4.0,4.4W and up,46.0,3.0,60.87,390.0,3,9,19,2018,1000000,4.4W,3
Triple-T Phone,"Visit website
service@babytel.net
Privacy Policy",Communication,$0 - $0 per item,Users Interact,"['June', '9', '', '2020']","Rated for 3+
Learn More","1,000+",57,babyTEL,3.8,6.0 and up,33.0,1.0,0.0,0.0,3,6,9,2020,1000,6.0,1
J Restaurant,"Visit website
jahezapps@gmail.com
Privacy Policy",Food & Drink,$0 - $0 per item,No Interactive Elements,"['June', '8', '', '2020']","Rated for 3+
Learn More","10,000+",167,Alamat,4.4,4.2 and up,10.0,2.0,0.0,0.0,3,6,8,2020,10000,4.2,0
Harris J,"Visit website
info@awakening.org
Privacy Policy
London, United Kingdom",Music & Audio,$0 - $0 per item,"Users Interact, Shares Location, Digital Purchases","['March', '20', '', '2017']","Rated for 3+
Learn More","100,000+",5294,Awakening Worldwide Ltd.,4.8,4.3 and up,20.0,6.0,0.0,0.0,3,3,20,2017,100000,4.3,7
"Paytm - Mobile Recharge, UPI Payments & Bank App","Visit website
app.feedback@paytm.com
Privacy Policy
B-121, Sector 5, Noida, UP, 201301",Shopping,"₹10.00 - ₹6,939.00 per item","Users Interact, Digital Purchases","['June', '19', '', '2020']","Rated for 3+
Learn More","100,000,000+",7466675,Paytm - One97 Communications Ltd.,4.4,4.3 and up,54.0,8.0,10.0,6939.0,3,6,19,2020,100000000,4.3,3
"N Docs - Office, Pdf, Text, Markup, Ebook Reader","support@ntoolslab.com
Privacy Policy
Foster City, CA, USA",Productivity,$0 - $0 per item,No Interactive Elements,"['June', '24', '', '2020']","Rated for 3+
Learn More","100,000+",1158,nTools,4.3,6.0 and up,-1.0,5.0,0.0,0.0,3,6,24,2020,100000,6.0,0
N Files - File Manager & Explorer,"support@ntoolslab.com
Privacy Policy
Foster City, CA, USA",Productivity,$0 - $0 per item,No Interactive Elements,"['June', '18', '', '2020']","Rated for 3+
Learn More","10,000+",489,nTools,4.0,6.0 and up,16.0,4.0,0.0,0.0,3,6,18,2020,10000,6.0,0
Tropicats: Match 3 Games on a Tropical Island,"Visit website
support@wooga.net
Privacy Policy
Wooga GmbH Saarbruecker Str. 38 D-10405 Berlin Germany , Fax: +49-30-89 64 90 64 Handelsregister: Berlin-Charlottenburg, HRB 117846 Geschäftsführer: Jens Begemann, Nai Chang USt-ID: ‪ DE264806829‬‬ Verantwortlicher für Inhalte der Wooga GmbH gem. § 55 RStV: Maike Steinweller Plattform zur Online-Streitbeilegung der EU-Kommission: ‪‪http://www.ec.europa.eu/consumers/odr‬‬‬‬",Puzzle,"₹60.00 - ₹6,200.00 per item",Digital Purchases,"['May', '18', '', '2020']","Rated for 3+
Learn More","1,000,000+",85767,Wooga,4.6,4.4 and up,-1.0,1.0,60.0,6200.0,3,5,18,2020,1000000,4.4,2
ZEDGE™ Wallpapers & Ringtones,"Visit website
android@zedge.net
Privacy Policy
Zedge, Inc. 22 Cortlandt Street Floor 11 New York, New York 10007",Personalization,"₹29.99 - ₹1,300.00 per item",In-App Purchases,"['June', '26', '', '2020']","Rated for 12+
Parental Guidance Recommended
Learn More","100,000,000+",8048852,Zedge,4.5,Varies with device,20.0,-1.0,29.99,1300.0,12,6,26,2020,100000000,-1,3
FX File Explorer: the file manager with privacy,"Visit website
android@nextapp.com
Privacy Policy
2549-B Eastbluff Drive #201 Newport Beach, CA 92660",Business,₹190.00 per item,No Interactive Elements,"['August', '2', '', '2019']","Rated for 3+
Learn More","5,000,000+",67147,"NextApp, Inc.",4.3,4.1 and up,8.7,8.0,190.0,190.0,3,8,2,2019,5000000,4.1,0
Aarogya Setu,"support.aarogyasetu@gov.in
Privacy Policy
NIC",Health & Fitness,$0 - $0 per item,No Interactive Elements,"['May', '31', '', '2020']","Rated for 3+
Learn More","100,000,000+",1159277,NIC eGov Mobile Apps,4.4,5.0 and up,4.0,1.0,0.0,0.0,3,5,31,2020,100000000,5.0,0
T-Mobile TV Anywhere,"Visit website
klantenservice@t-mobilethuis.nl
Privacy Policy",Entertainment,$0 - $0 per item,Users Interact,"['May', '20', '', '2019']","Rated for 3+
Learn More","100,000+",1922,T-Mobile Netherlands,3.1,4.4 and up,7.2,2.0,0.0,0.0,3,5,20,2019,100000,4.4,1
NPS by NSDL e-Gov,"Visit website
mobilenps@nsdl.co.in
Privacy Policy
1st Floor, Trade world D-Wing, Kamala Mills Compound, S.B Road , Lower Parel, Mumbai, Maharashtra, India , 400013",Business,$0 - $0 per item,No Interactive Elements,"['March', '9', '', '2020']","Rated for 3+
Learn More","1,000,000+",27841,NSDL e-Governance Infrastructure Limited,4.3,4.0 and up,6.1,12.0,0.0,0.0,3,3,9,2020,1000000,4.0,0
eSkillIndia - eLearning Aggregator from NSDC,"Visit website
nsdcapps@gmail.com
Privacy Policy",Education,$0 - $0 per item,No Interactive Elements,"['June', '25', '', '2020']","Rated for 3+
Learn More","100,000+",1603,National Skill Development Corporation (NSDC),3.9,5.0 and up,6.3,1.0,0.0,0.0,3,6,25,2020,100000,5.0,0
